"SECONDS";"PID";"VALUE";"UNITS"
"61758.651415";"Обороты двигателя";"904";"rpm"
"61758.853415";"Скорость автомобиля";"0";"km/h"
"61759.077415";"Температура охлаждающей жидкости";"36";"℃"
"61759.470415";"Массовый расход воздуха";"8.25";"g/sec"
"61759.470415";"Мгновенный расход топлива (л/ч)";"2.76768241543193";"L/h"
"61759.470415";"Моментальная мощность двигателя (от расхода топлива)";"7.96377551020408";"hp"
"61759.470415";"Расчетный наддув";"-0.246865219928579";"bar"
"61759.683415";"Обороты двигателя";"907";"rpm"
"61759.870415";"Пройденный путь";"0";"km"
"61759.870415";"Пройденный путь (общий)";"25.7151346348056";"km"
"61759.870415";"Скорость автомобиля";"0";"km/h"
"61760.065415";"Температура охлаждающей жидкости";"36";"℃"
"61760.438415";"Использовано топлива";"0.000742771079116578";"L"
"61760.438415";"Использовано топлива (общий)";"3.22162001579952";"L"
"61760.438415";"Массовый расход воздуха";"8.25";"g/sec"
"61760.438415";"Мгновенный расход топлива (л/ч)";"2.76768241543193";"L/h"
"61760.438415";"Моментальная мощность двигателя (от расхода топлива)";"7.96377551020408";"hp"
"61760.438415";"Расчетный наддув";"-0.249400119972916";"bar"
"61760.438415";"Средний расход топлива (л/100 км) (общий)";"12.5281086859994";"L/100km"
"61760.438415";"Стоимость топлива";"0.000750198789907744";"$"
"61760.438415";"Стоимость топлива (общий)";"3.25";"$"
"61760.637415";"Температура всасываемого воздуха";"30";"℃"
"61760.835415";"Обороты двигателя";"919";"rpm"
"61761.021415";"Пройденный путь";"0";"km"
"61761.021415";"Пройденный путь (общий)";"25.7151346348056";"km"
"61761.021415";"Скорость автомобиля";"0";"km/h"
"61761.021415";"Средняя скорость";"0";"km/h"
"61761.217415";"Температура охлаждающей жидкости";"36";"℃"
"61761.598415";"Использовано топлива";"0.00163409420603858";"L"
"61761.598415";"Использовано топлива (общий)";"3.22251133892644";"L"
"61761.598415";"Массовый расход воздуха";"8.25";"g/sec"
"61761.598415";"Мгновенный расход топлива (л/ч)";"2.76768241543193";"L/h"
"61761.598415";"Моментальная мощность двигателя (от расхода топлива)";"7.96377551020408";"hp"
"61761.598415";"Расчетный наддув";"-0.176530728459732";"bar"
"61761.598415";"Средний расход топлива (л/100 км) (общий)";"12.5315748281744";"L/100km"
"61761.598415";"Стоимость топлива";"0.00165043514809897";"$"
"61761.598415";"Стоимость топлива (общий)";"3.25";"$"
"61761.775415";"Обороты двигателя";"901";"rpm"
"61761.958415";"Пройденный путь";"0";"km"
"61761.958415";"Пройденный путь (общий)";"25.7151346348056";"km"
"61761.958415";"Скорость автомобиля";"0";"km/h"
"61761.958415";"Средняя скорость";"0";"km/h"
"61762.141415";"Температура охлаждающей жидкости";"37";"℃"
"61762.552415";"Использовано топлива";"0.00241270493663219";"L"
"61762.552415";"Использовано топлива (общий)";"3.22328994965703";"L"
"61762.552415";"Массовый расход воздуха";"8.75";"g/sec"
"61762.552415";"Мгновенный расход топлива (л/ч)";"2.93542074363992";"L/h"
"61762.552415";"Моментальная мощность двигателя (от расхода топлива)";"8.44642857142857";"hp"
"61762.552415";"Расчетный наддув";"-0.108091577738785";"bar"
"61762.552415";"Средний расход топлива (л/100 км) (общий)";"12.5346026588338";"L/100km"
"61762.552415";"Стоимость топлива";"0.00243683198599851";"$"
"61762.552415";"Стоимость топлива (общий)";"3.25";"$"
"61762.762415";"Обороты двигателя";"2036";"rpm"
"61762.973415";"Пройденный путь";"0";"km"
"61762.973415";"Пройденный путь (общий)";"25.7151346348056";"km"
"61762.973415";"Скорость автомобиля";"0";"km/h"
"61762.973415";"Средняя скорость";"0";"km/h"
"61762.973415";"Ускорение";"0";"m_sec2"
"61763.203415";"Температура охлаждающей жидкости";"37";"℃"
"61763.581415";"Использовано топлива";"0.00356328262743454";"L"
"61763.581415";"Использовано топлива (общий)";"3.22444052734784";"L"
"61763.581415";"Массовый расход воздуха";"12";"g/sec"
"61763.581415";"Мгновенный расход топлива (л/ч)";"4.02571987699189";"L/h"
"61763.581415";"Моментальная мощность двигателя (от расхода топлива)";"11.5836734693878";"hp"
"61763.581415";"Расчетный наддув";"-0.500528435547439";"bar"
"61763.581415";"Средний расход топлива (л/100 км) (общий)";"12.539076979918";"L/100km"
"61763.581415";"Стоимость топлива";"0.00359891545370888";"$"
"61763.581415";"Стоимость топлива (общий)";"3.25";"$"
"61763.785415";"Обороты двигателя";"1184";"rpm"
"61763.970415";"Мгновенный расход топлива (л/100 км)";"402.571987699189";"L/100km"
"61763.970415";"Пройденный путь";"0.000276955722222222";"km"
"61763.970415";"Пройденный путь (общий)";"25.7154115905278";"km"
"61763.970415";"Скорость автомобиля";"1";"km/h"
"61763.970415";"Средняя скорость";"0.243287407649103";"km/h"
"61763.970415";"Ускорение";"0.0677453124084973";"m_sec2"
"61764.156415";"Температура охлаждающей жидкости";"37";"℃"
"61764.538415";"Использовано топлива";"0.00434333946044171";"L"
"61764.538415";"Использовано топлива (общий)";"3.22522058418084";"L"
"61764.538415";"Массовый расход воздуха";"8.75";"g/sec"
"61764.538415";"Мгновенный расход топлива (л/ч)";"2.93542074363992";"L/h"
"61764.538415";"Моментальная мощность двигателя (от расхода топлива)";"8.44642857142857";"hp"
"61764.538415";"Расчетный наддув";"-0.370363269234067";"bar"
"61764.538415";"Средний расход топлива (л/100 км)";"1568.24326487709";"L/100km"
"61764.538415";"Средний расход топлива (л/100 км) (общий)";"12.5419753552335";"L/100km"
"61764.538415";"Стоимость топлива";"0.00438677285504613";"$"
"61764.538415";"Стоимость топлива (общий)";"3.25";"$"
"61764.719415";"Обороты двигателя";"980";"rpm"
"61764.948415";"Мгновенный расход топлива (л/100 км)";"293.542074363992";"L/100km"
"61764.948415";"Пройденный путь";"0.000548556694444444";"km"
"61764.948415";"Пройденный путь (общий)";"25.7156831915";"km"
"61764.948415";"Скорость автомобиля";"1";"km/h"
"61764.948415";"Средняя скорость";"0.38905042047914";"km/h"
"61764.948415";"Ускорение";"0.0707414518243823";"m_sec2"
"61765.142415";"Температура охлаждающей жидкости";"37";"℃"
"61765.518415";"Использовано топлива";"0.00701354554794521";"L"
"61765.518415";"Использовано топлива (общий)";"3.22789079026835";"L"
"61765.518415";"Массовый расход воздуха";"29.25";"g/sec"
"61765.518415";"Мгновенный расход топлива (л/ч)";"9.81269220016774";"L/h"
"61765.518415";"Моментальная мощность двигателя (от расхода топлива)";"28.2352040816326";"hp"
"61765.518415";"Расчетный наддув";"1.76864753351343";"bar"
"61765.518415";"Средний расход топлива (л/100 км)";"1278.54524773383";"L/100km"
"61765.518415";"Средний расход топлива (л/100 км) (общий)";"12.5522264613031";"L/100km"
"61765.518415";"Стоимость топлива";"0.00708368100342466";"$"
"61765.518415";"Стоимость топлива (общий)";"3.25";"$"
"61765.715415";"Обороты двигателя";"1048";"rpm"
"61765.916415";"Пройденный путь";"0.000548556694444444";"km"
"61765.916415";"Пройденный путь (общий)";"25.7156831915";"km"
"61765.916415";"Скорость автомобиля";"0";"km/h"
"61765.916415";"Средняя скорость";"0.326727067370409";"km/h"
"61766.110415";"Температура охлаждающей жидкости";"38";"℃"
"61766.490415";"Использовано топлива";"0.00878070856164384";"L"
"61766.490415";"Использовано топлива (общий)";"3.22965795328204";"L"
"61766.490415";"Массовый расход воздуха";"19.5";"g/sec"
"61766.490415";"Мгновенный расход топлива (л/ч)";"6.54179480011183";"L/h"
"61766.490415";"Моментальная мощность двигателя (от расхода топлива)";"18.8234693877551";"hp"
"61766.490415";"Расчетный наддув";"0.605394366403911";"bar"
"61766.490415";"Средний расход топлива (л/100 км)";"1600.69299136648";"L/100km"
"61766.490415";"Средний расход топлива (л/100 км) (общий)";"12.5590983884479";"L/100km"
"61766.490415";"Стоимость топлива";"0.00886851564726028";"$"
"61766.490415";"Стоимость топлива (общий)";"3.25";"$"
"61766.692415";"Обороты двигателя";"1216";"rpm"
"61766.900415";"Мгновенный расход топлива (л/100 км)";"654.179480011183";"L/100km"
"61766.900415";"Пройденный путь";"0.000821882527777778";"km"
"61766.900415";"Пройденный путь (общий)";"25.7159565173333";"km"
"61766.900415";"Скорость автомобиля";"1";"km/h"
"61766.900415";"Средняя скорость";"0.420987972282818";"km/h"
"61767.110415";"Температура охлаждающей жидкости";"38";"℃"
"61767.520415";"Использовано топлива";"0.00974097340182649";"L"
"61767.520415";"Использовано топлива (общий)";"3.23061821812223";"L"
"61767.520415";"Массовый расход воздуха";"10";"g/sec"
"61767.520415";"Мгновенный расход топлива (л/ч)";"3.35476656415991";"L/h"
"61767.520415";"Моментальная мощность двигателя (от расхода топлива)";"9.6530612244898";"hp"
"61767.520415";"Расчетный наддув";"-0.297857246967232";"bar"
"61767.520415";"Средний расход топлива (л/100 км)";"1185.20263816343";"L/100km"
"61767.520415";"Средний расход топлива (л/100 км) (общий)";"12.5626990228603";"L/100km"
"61767.520415";"Стоимость топлива";"0.00983838313584475";"$"
"61767.520415";"Стоимость топлива (общий)";"3.25";"$"
"61767.704415";"Обороты двигателя";"1240";"rpm"
"61767.888415";"Мгновенный расход топлива (л/100 км)";"111.825552138664";"L/100km"
"61767.888415";"Пройденный путь";"0.00164547686111111";"km"
"61767.888415";"Пройденный путь (общий)";"25.7167801116667";"km"
"61767.888415";"Скорость автомобиля";"3";"km/h"
"61767.888415";"Средняя скорость";"0.738941379923262";"km/h"
"61768.078415";"Температура охлаждающей жидкости";"38";"℃"
"61768.499415";"Использовано топлива";"0.0105389538323549";"L"
"61768.499415";"Использовано топлива (общий)";"3.23141619855276";"L"
"61768.499415";"Массовый расход воздуха";"8.75";"g/sec"
"61768.499415";"Мгновенный расход топлива (л/ч)";"2.93542074363992";"L/h"
"61768.499415";"Моментальная мощность двигателя (от расхода топлива)";"8.44642857142857";"hp"
"61768.499415";"Расчетный наддув";"-0.399396863526722";"bar"
"61768.499415";"Средний расход топлива (л/100 км)";"640.480220745153";"L/100km"
"61768.499415";"Средний расход топлива (л/100 км) (общий)";"12.5653996515948";"L/100km"
"61768.499415";"Стоимость топлива";"0.0106443433706784";"$"
"61768.499415";"Стоимость топлива (общий)";"3.25";"$"
"61768.703415";"Обороты двигателя";"900";"rpm"
"61768.897415";"Мгновенный расход топлива (л/100 км)";"293.542074363992";"L/100km"
"61768.897415";"Пройденный путь";"0.00192555844444444";"km"
"61768.897415";"Пройденный путь (общий)";"25.71706019325";"km"
"61768.897415";"Скорость автомобиля";"1";"km/h"
"61768.897415";"Средняя скорость";"0.76810732743595";"km/h"
"61769.093415";"Температура охлаждающей жидкости";"38";"℃"
"61769.474415";"Использовано топлива";"0.0130606160632746";"L"
"61769.474415";"Использовано топлива (общий)";"3.23393786078368";"L"
"61769.474415";"Массовый расход воздуха";"27.75";"g/sec"
"61769.474415";"Мгновенный расход топлива (л/ч)";"9.30947721554375";"L/h"
"61769.474415";"Моментальная мощность двигателя (от расхода топлива)";"26.7872448979592";"hp"
"61769.474415";"Расчетный наддув";"1.86058488789735";"bar"
"61769.474415";"Средний расход топлива (л/100 км)";"678.27679294579";"L/100km"
"61769.474415";"Средний расход топлива (л/100 км) (общий)";"12.5750682095168";"L/100km"
"61769.474415";"Стоимость топлива";"0.0131912222239074";"$"
"61769.474415";"Стоимость топлива (общий)";"3.25";"$"
"61769.659415";"Обороты двигателя";"2183";"rpm"
"61769.849415";"Пройденный путь";"0.00192555844444444";"km"
"61769.849415";"Пройденный путь (общий)";"25.71706019325";"km"
"61769.849415";"Скорость автомобиля";"0";"km/h"
"61769.849415";"Средняя скорость";"0.694811752604889";"km/h"
"61770.038415";"Температура охлаждающей жидкости";"39";"℃"
"61770.408415";"Использовано топлива";"0.0137351022970832";"L"
"61770.408415";"Использовано топлива (общий)";"3.23461234701748";"L"
"61770.408415";"Массовый расход воздуха";"7.75";"g/sec"
"61770.408415";"Мгновенный расход топлива (л/ч)";"2.59994408722393";"L/h"
"61770.408415";"Моментальная мощность двигателя (от расхода топлива)";"7.48112244897959";"hp"
"61770.408415";"Расчетный наддув";"-0.704415308997673";"bar"
"61770.408415";"Средний расход топлива (л/100 км)";"713.304877175308";"L/100km"
"61770.408415";"Средний расход топлива (л/100 км) (общий)";"12.5776909285552";"L/100km"
"61770.408415";"Стоимость топлива";"0.0138724533200541";"$"
"61770.408415";"Стоимость топлива (общий)";"3.25";"$"
"61770.614415";"Обороты двигателя";"1114";"rpm"
"61770.833415";"Мгновенный расход топлива (л/100 км)";"43.3324014537322";"L/100km"
"61770.833415";"Пройденный путь";"0.00356718411111111";"km"
"61770.833415";"Пройденный путь (общий)";"25.7187018189167";"km"
"61770.833415";"Скорость автомобиля";"6";"km/h"
"61770.833415";"Средняя скорость";"1.17151028062797";"km/h"
"61771.057415";"Температура охлаждающей жидкости";"39";"℃"
"61771.452415";"Использовано топлива";"0.0150967740518125";"L"
"61771.452415";"Использовано топлива (общий)";"3.23597401877221";"L"
"61771.452415";"Массовый расход воздуха";"14";"g/sec"
"61771.452415";"Мгновенный расход топлива (л/ч)";"4.69667318982388";"L/h"
"61771.452415";"Моментальная мощность двигателя (от расхода топлива)";"13.5142857142857";"hp"
"61771.452415";"Расчетный наддув";"0.0800037008644374";"bar"
"61771.452415";"Средний расход топлива (л/100 км)";"423.212640042573";"L/100km"
"61771.452415";"Средний расход топлива (л/100 км) (общий)";"12.5821825749855";"L/100km"
"61771.452415";"Стоимость топлива";"0.0152477417923306";"$"
"61771.452415";"Стоимость топлива (общий)";"3.25";"$"
"61771.648415";"Обороты двигателя";"1634";"rpm"
"61771.831415";"Мгновенный расход топлива (л/100 км)";"39.1389432485323";"L/100km"
"61771.831415";"Пройденный путь";"0.00689264177777778";"km"
"61771.831415";"Пройденный путь (общий)";"25.7220272765833";"km"
"61771.831415";"Скорость автомобиля";"12";"km/h"
"61771.831415";"Средняя скорость";"2.07480716241846";"km/h"
"61772.026415";"Температура охлаждающей жидкости";"39";"℃"
"61772.395415";"Использовано топлива";"0.0171412338016028";"L"
"61772.395415";"Использовано топлива (общий)";"3.238018478522";"L"
"61772.395415";"Массовый расход воздуха";"23.25";"g/sec"
"61772.395415";"Мгновенный расход топлива (л/ч)";"7.79983226167179";"L/h"
"61772.395415";"Моментальная мощность двигателя (от расхода топлива)";"22.4433673469388";"hp"
"61772.395415";"Расчетный наддув";"0.22454583315437";"bar"
"61772.395415";"Средний расход топлива (л/100 км)";"248.688882350843";"L/100km"
"61772.395415";"Средний расход топлива (л/100 км) (общий)";"12.588504178556";"L/100km"
"61772.395415";"Стоимость топлива";"0.0173126461396189";"$"
"61772.395415";"Стоимость топлива (общий)";"3.25";"$"
"61772.606415";"Обороты двигателя";"1853";"rpm"
"61772.787415";"Мгновенный расход топлива (л/100 км)";"51.9988817444786";"L/100km"
"61772.787415";"Пройденный путь";"0.0108735380277778";"km"
"61772.787415";"Пройденный путь (общий)";"25.7260081728333";"km"
"61772.787415";"Скорость автомобиля";"15";"km/h"
"61772.787415";"Средняя скорость";"3.0309847860808";"km/h"
"61772.987415";"Температура охлаждающей жидкости";"39";"℃"
"61773.369415";"Использовано топлива";"0.0190007757920977";"L"
"61773.369415";"Использовано топлива (общий)";"3.2398780205125";"L"
"61773.369415";"Массовый расход воздуха";"20.5";"g/sec"
"61773.369415";"Мгновенный расход топлива (л/ч)";"6.87727145652782";"L/h"
"61773.369415";"Моментальная мощность двигателя (от расхода топлива)";"19.7887755102041";"hp"
"61773.369415";"Расчетный наддув";"-0.0508479197193293";"bar"
"61773.369415";"Средний расход топлива (л/100 км)";"174.743268874932";"L/100km"
"61773.369415";"Средний расход топлива (л/100 км) (общий)";"12.5937844641354";"L/100km"
"61773.369415";"Стоимость топлива";"0.0191907835500186";"$"
"61773.369415";"Стоимость топлива (общий)";"3.25";"$"
"61773.570415";"Обороты двигателя";"2066";"rpm"
"61773.769415";"Мгновенный расход топлива (л/100 км)";"40.4545379795754";"L/100km"
"61773.769415";"Пройденный путь";"0.0155169345555556";"km"
"61773.769415";"Пройденный путь (общий)";"25.7306515693611";"km"
"61773.769415";"Скорость автомобиля";"17";"km/h"
"61773.769415";"Средняя скорость";"4.01929990458393";"km/h"
"61773.769415";"Ускорение";"1.20441796606645";"m_sec2"
"61773.973415";"Температура охлаждающей жидкости";"39";"℃"
"61774.411415";"Использовано топлива";"0.0211128147004007";"L"
"61774.411415";"Использовано топлива (общий)";"3.2419900594208";"L"
"61774.411415";"Массовый расход воздуха";"21.75";"g/sec"
"61774.411415";"Мгновенный расход топлива (л/ч)";"7.29661727704781";"L/h"
"61774.411415";"Моментальная мощность двигателя (от расхода топлива)";"20.9954081632653";"hp"
"61774.411415";"Расчетный наддув";"-0.0974364698833186";"bar"
"61774.411415";"Средний расход топлива (л/100 км)";"136.063051789064";"L/100km"
"61774.411415";"Средний расход топлива (л/100 км) (общий)";"12.5997200291702";"L/100km"
"61774.411415";"Стоимость топлива";"0.0213239428474047";"$"
"61774.411415";"Стоимость топлива (общий)";"3.25";"$"
"61774.618415";"Обороты двигателя";"1365";"rpm"
"61774.836415";"Мгновенный расход топлива (л/100 км)";"42.9212781002812";"L/100km"
"61774.836415";"Пройденный путь";"0.0205535344722222";"km"
"61774.836415";"Пройденный путь (общий)";"25.7356881692778";"km"
"61774.836415";"Скорость автомобиля";"17";"km/h"
"61774.836415";"Средняя скорость";"4.9444705480247";"km/h"
"61774.836415";"Ускорение";"0.763357401298235";"m_sec2"
"61775.086415";"Температура охлаждающей жидкости";"39";"℃"
"61775.525415";"Использовано топлива";"0.0238901105791632";"L"
"61775.525415";"Использовано топлива (общий)";"3.24476735529956";"L"
"61775.525415";"Массовый расход воздуха";"26.75";"g/sec"
"61775.525415";"Мгновенный расход топлива (л/ч)";"8.97400055912776";"L/h"
"61775.525415";"Моментальная мощность двигателя (от расхода топлива)";"25.8219387755102";"hp"
"61775.525415";"Расчетный наддув";"0.69153355096336";"bar"
"61775.525415";"Средний расход топлива (л/100 км)";"116.233588006239";"L/100km"
"61775.525415";"Средний расход топлива (л/100 км) (общий)";"12.6080458154332";"L/100km"
"61775.525415";"Стоимость топлива";"0.0241290116849548";"$"
"61775.525415";"Стоимость топлива (общий)";"3.25";"$"
"61775.726415";"Обороты двигателя";"1623";"rpm"
"61775.915415";"Мгновенный расход топлива (л/100 км)";"42.7333359958465";"L/100km"
"61775.915415";"Пройденный путь";"0.0268436568888889";"km"
"61775.915415";"Пройденный путь (общий)";"25.7419782916944";"km"
"61775.915415";"Скорость автомобиля";"21";"km/h"
"61775.915415";"Средняя скорость";"6.0236182879674";"km/h"
"61775.915415";"Ускорение";"0.612235067213247";"m_sec2"
"61776.108415";"Температура охлаждающей жидкости";"39";"℃"
"61776.493415";"Использовано топлива";"0.0263245615157022";"L"
"61776.493415";"Использовано топлива (общий)";"3.2472018062361";"L"
"61776.493415";"Массовый расход воздуха";"27";"g/sec"
"61776.493415";"Мгновенный расход топлива (л/ч)";"9.05786972323176";"L/h"
"61776.493415";"Моментальная мощность двигателя (от расхода топлива)";"26.0632653061224";"hp"
"61776.493415";"Расчетный наддув";"0.433932678223772";"bar"
"61776.493415";"Средний расход топлива (л/100 км)";"98.066227059393";"L/100km"
"61776.493415";"Средний расход топлива (л/100 км) (общий)";"12.6144221296457";"L/100km"
"61776.493415";"Стоимость топлива";"0.0265878071308592";"$"
"61776.493415";"Стоимость топлива (общий)";"3.25";"$"
"61776.684415";"Обороты двигателя";"1877";"rpm"
"61776.863415";"Мгновенный расход топлива (л/100 км)";"36.231478892927";"L/100km"
"61776.863415";"Пройденный путь";"0.0334291339722222";"km"
"61776.863415";"Пройденный путь (общий)";"25.7485637687778";"km"
"61776.863415";"Скорость автомобиля";"25";"km/h"
"61776.863415";"Средняя скорость";"7.08270973998929";"km/h"
"61776.863415";"Ускорение";"0.681415758113913";"m_sec2"
"61777.039415";"Температура охлаждающей жидкости";"40";"℃"
"61777.434415";"Использовано топлива";"0.0269385870864784";"L"
"61777.434415";"Использовано топлива (общий)";"3.24781583180688";"L"
"61777.434415";"Массовый расход воздуха";"7";"g/sec"
"61777.434415";"Мгновенный расход топлива (л/ч)";"2.34833659491194";"L/h"
"61777.434415";"Моментальная мощность двигателя (от расхода топлива)";"6.75714285714286";"hp"
"61777.434415";"Расчетный наддув";"-0.688826818656637";"bar"
"61777.434415";"Средний расход топлива (л/100 км)";"80.584160836661";"L/100km"
"61777.434415";"Средний расход топлива (л/100 км) (общий)";"12.6135805514136";"L/100km"
"61777.434415";"Стоимость топлива";"0.0272079729573432";"$"
"61777.434415";"Стоимость топлива (общий)";"3.25";"$"
"61777.623415";"Обороты двигателя";"1672";"rpm"
"61777.808415";"Мгновенный расход топлива (л/100 км)";"10.6742572495997";"L/100km"
"61777.808415";"Пройденный путь";"0.0392051594166667";"km"
"61777.808415";"Пройденный путь (общий)";"25.7543397942222";"km"
"61777.808415";"Скорость автомобиля";"22";"km/h"
"61777.808415";"Средняя скорость";"7.86877885877602";"km/h"
"61777.993415";"Температура охлаждающей жидкости";"40";"℃"
"61778.400415";"Использовано топлива";"0.0274788367370236";"L"
"61778.400415";"Использовано топлива (общий)";"3.24835608145742";"L"
"61778.400415";"Массовый расход воздуха";"6";"g/sec"
"61778.400415";"Мгновенный расход топлива (л/ч)";"2.01285993849595";"L/h"
"61778.400415";"Моментальная мощность двигателя (от расхода топлива)";"5.79183673469388";"hp"
"61778.400415";"Расчетный наддув";"-0.701078616858429";"bar"
"61778.400415";"Средний расход топлива (л/100 км)";"70.089848239061";"L/100km"
"61778.400415";"Средний расход топлива (л/100 км) (общий)";"12.6128493582513";"L/100km"
"61778.400415";"Стоимость топлива";"0.0277536251043938";"$"
"61778.400415";"Стоимость топлива (общий)";"3.25";"$"
"61778.613415";"Обороты двигателя";"1276";"rpm"
"61778.828415";"Мгновенный расход топлива (л/100 км)";"11.8403525793879";"L/100km"
"61778.828415";"Пройденный путь";"0.0440195372222222";"km"
"61778.828415";"Пройденный путь (общий)";"25.7591541720278";"km"
"61778.828415";"Скорость автомобиля";"17";"km/h"
"61778.828415";"Средняя скорость";"8.35988387007883";"km/h"
"61779.021415";"Температура охлаждающей жидкости";"40";"℃"
"61779.423415";"Использовано топлива";"0.028074694473954";"L"
"61779.423415";"Использовано топлива (общий)";"3.24895193919435";"L"
"61779.423415";"Массовый расход воздуха";"6.25";"g/sec"
"61779.423415";"Мгновенный расход топлива (л/ч)";"2.09672910259994";"L/h"
"61779.423415";"Моментальная мощность двигателя (от расхода топлива)";"6.03316326530612";"hp"
"61779.423415";"Расчетный наддув";"-0.587154002895844";"bar"
"61779.423415";"Средний расход топлива (л/100 км)";"63.7778046875539";"L/100km"
"61779.423415";"Средний расход топлива (л/100 км) (общий)";"12.6128052089631";"L/100km"
"61779.423415";"Стоимость топлива";"0.0283554414186935";"$"
"61779.423415";"Стоимость топлива (общий)";"3.25";"$"
"61779.616415";"Обороты двигателя";"1001";"rpm"
"61779.824415";"Мгновенный расход топлива (л/100 км)";"16.128685404615";"L/100km"
"61779.824415";"Пройденный путь";"0.047619776";"km"
"61779.824415";"Пройденный путь (общий)";"25.7627544108056";"km"
"61779.824415";"Скорость автомобиля";"13";"km/h"
"61779.824415";"Средняя скорость";"8.59173474857794";"km/h"
"61779.824415";"Ускорение";"-0.568384985134132";"m_sec2"
"61780.020415";"Температура охлаждающей жидкости";"41";"℃"
"61780.415415";"Использовано топлива";"0.0286755101108937";"L"
"61780.415415";"Использовано топлива (общий)";"3.24955275483129";"L"
"61780.415415";"Массовый расход воздуха";"6.5";"g/sec"
"61780.415415";"Мгновенный расход топлива (л/ч)";"2.18059826670394";"L/h"
"61780.415415";"Моментальная мощность двигателя (от расхода топлива)";"6.27448979591837";"hp"
"61780.415415";"Расчетный наддув";"-0.448368449553347";"bar"
"61780.415415";"Средний расход топлива (л/100 км)";"60.2176501437001";"L/100km"
"61780.415415";"Средний расход топлива (л/100 км) (общий)";"12.6133747308803";"L/100km"
"61780.415415";"Стоимость топлива";"0.0289622652120026";"$"
"61780.415415";"Стоимость топлива (общий)";"3.25";"$"
"61780.619415";"Обороты двигателя";"895";"rpm"
"61780.803415";"Мгновенный расход топлива (л/100 км)";"19.8236206063995";"L/100km"
"61780.803415";"Пройденный путь";"0.0506078288333333";"km"
"61780.803415";"Пройденный путь (общий)";"25.7657424636389";"km"
"61780.803415";"Скорость автомобиля";"11";"km/h"
"61780.803415";"Средняя скорость";"8.70425322890094";"km/h"
"61780.803415";"Ускорение";"-0.987098537506346";"m_sec2"
"61781.008415";"Температура охлаждающей жидкости";"41";"℃"
"61781.428415";"Использовано топлива";"0.0303270963796478";"L"
"61781.428415";"Использовано топлива (общий)";"3.25120434110005";"L"
"61781.428415";"Массовый расход воздуха";"17.5";"g/sec"
"61781.428415";"Мгновенный расход топлива (л/ч)";"5.87084148727984";"L/h"
"61781.428415";"Моментальная мощность двигателя (от расхода топлива)";"16.8928571428571";"hp"
"61781.428415";"Расчетный наддув";"0.809203046832078";"bar"
"61781.428415";"Средний расход топлива (л/100 км)";"59.9257013762118";"L/100km"
"61781.428415";"Средний расход топлива (л/100 км) (общий)";"12.618321966418";"L/100km"
"61781.428415";"Стоимость топлива";"0.0306303673434442";"$"
"61781.428415";"Стоимость топлива (общий)";"3.25";"$"
"61781.620415";"Обороты двигателя";"1072";"rpm"
"61781.811415";"Мгновенный расход топлива (л/100 км)";"45.1603191329219";"L/100km"
"61781.811415";"Пройденный путь";"0.0542508845555555";"km"
"61781.811415";"Пройденный путь (общий)";"25.7693855193611";"km"
"61781.811415";"Скорость автомобиля";"13";"km/h"
"61781.811415";"Средняя скорость";"8.9017635532701";"km/h"
"61781.998415";"Температура охлаждающей жидкости";"41";"℃"
"61782.403415";"Использовано топлива";"0.0323936706784084";"L"
"61782.403415";"Использовано топлива (общий)";"3.25327091539881";"L"
"61782.403415";"Массовый расход воздуха";"22.75";"g/sec"
"61782.403415";"Мгновенный расход топлива (л/ч)";"7.6320939334638";"L/h"
"61782.403415";"Моментальная мощность двигателя (от расхода топлива)";"21.9607142857143";"hp"
"61782.403415";"Расчетный наддув";"0.832890402975604";"bar"
"61782.403415";"Средний расход топлива (л/100 км)";"59.7108617560616";"L/100km"
"61782.403415";"Средний расход топлива (л/100 км) (общий)";"12.6245575896816";"L/100km"
"61782.403415";"Стоимость топлива";"0.0327176073851924";"$"
"61782.403415";"Стоимость топлива (общий)";"3.25";"$"
"61782.597415";"Обороты двигателя";"1350";"rpm"
"61782.805415";"Мгновенный расход топлива (л/100 км)";"44.8946701968459";"L/100km"
"61782.805415";"Пройденный путь";"0.0589429223333333";"km"
"61782.805415";"Пройденный путь (общий)";"25.7740775571389";"km"
"61782.805415";"Скорость автомобиля";"17";"km/h"
"61782.805415";"Средняя скорость";"9.25263731064498";"km/h"
"61783.010415";"Температура охлаждающей жидкости";"42";"℃"
"61783.431415";"Использовано топлива";"0.0345974871260833";"L"
"61783.431415";"Использовано топлива (общий)";"3.25547473184648";"L"
"61783.431415";"Массовый расход воздуха";"23";"g/sec"
"61783.431415";"Мгновенный расход топлива (л/ч)";"7.71596309756779";"L/h"
"61783.431415";"Моментальная мощность двигателя (от расхода топлива)";"22.2020408163265";"hp"
"61783.431415";"Расчетный наддув";"0.468831816060773";"bar"
"61783.431415";"Средний расход топлива (л/100 км)";"58.6965928333651";"L/100km"
"61783.431415";"Средний расход топлива (л/100 км) (общий)";"12.6308098694488";"L/100km"
"61783.431415";"Стоимость топлива";"0.0349434619973441";"$"
"61783.431415";"Стоимость топлива (общий)";"3.25";"$"
"61783.658415";"Обороты двигателя";"1538";"rpm"
"61783.847415";"Мгновенный расход топлива (л/100 км)";"38.579815487839";"L/100km"
"61783.847415";"Пройденный путь";"0.0647322545555555";"km"
"61783.847415";"Пройденный путь (общий)";"25.7798668893611";"km"
